Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidium,manicatum,"   Estas abejas tienen un aspecto muy robusto, siendo los machos significativamente más grandes que las hembras, alcanzando los dos centímetros de tamaño frente a poco más de un centímetro de éstas, y mostrando un fuerte carácter territorial que los lleva a patrullar incesantemente su territorio expulsando a todos los intrusos.     Las hembras anidan en cavidades del suelo, en las que elaboran varias celdillas individuales que forran con tejidos vegetales o lana de animales, después de ""cardarlas"" con sus mandíbulas. Cada celdilla es aprovisionada de polen y se deposita un único huevo, que tardará todo el invierno en desarrollarse.     Originarias de Europa, Asia y el norte de África, fueron introducidas en Estados Unidos, Sudamérica y Nueva Zelanda por su gran eficiencia polinizadora.  Rev: julio-14 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Pieridae,Pierinae,Anthocharis,euphenoides,"   Por la cara superior, estas mariposas presentan las alas posteriores y el área basal de las anteriores de color blanquecino en las hembras y amarillo en los machos, con una marca negra en el centro del ala y el ápice de las alas anteriores de color naranja intenso con un borde difuso oscuro. La mancha naranja es más grande y viva en los machos que en las hembras.     Por la cara inferior, las alas anteriores lucen los mismos colores, con la mancha naranja reducida y sin tocar el ápice; las posteriores son amarillentas con una rejilla verdosa.     Alcanza una envergadura alar cercana a los cuatro centímetros.     Las orugas son de color gris azulado con manchas negras brillantes con una amplia banda dorsal amarillo-anaranjada y pilosidad corta y escasa. Se alimentan preferentemente de hierba de anteojos (Biscutella laevigata) y otras especies del género.     Pasan el invierno en forma de crisálida.     Los imagos vuelan entre abril y julio, en una o dos generaciones. Prefieren generalmente los terrenos montañosos, hasta los 1800 metros de altitud. Se distribuye por el suroeste europeo, en España, Portugal, sur de Francia, Italia y Suiza. Preferentemente en áreas secas y cálidas con flores y en los márgenes de campos de cultivo.  Rev: octubre-20 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,Cotesia,glomerata,"   Esta diminuta avispa parásita mide apenas 3 ó 4 milímetros de envergadura, y presentan engrosado el borde anterior de las alas anteriores, por la casi desaparición de la celda costal.     Es un endoparásito común de las orugas de las mariposas de los géneros Pieris y Artogeia, en especial de la blanca de la col y la blanquita de la col.     Las hembras depositan dos o tres huevos de color amarillo azufre bajo la piel de la oruga, pero estos huevos presentan ""poliembrionia"", por lo que cada uno puede dar lugar a unas 50 larvas. Éstas se alimentan primero de hemolinfa y de los tejidos no esenciales de la oruga, pero para completar su desarrollo acaban completamente con ella. En unos 15 o 20 días realizan un agujero a través de los tegumentos y salen al exterior, donde tiene lugar la pupación, pegadas a los restos de la oruga.     Los adultos se alimentan de néctar.     La especie tiene una distribución prácticamente mundial.  Rev: marzo-13 ",Pterygota,Neoptera,Parasitica
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Aphodiinae,Aphodius,coenosus,"   Son escarabajos de tonalidad negra, de apenas 5 ó 6 milímetros de tamaño.     Los adultos se alimentan en el suelo de diversas raíces y de restos de materia orgánica, y son comunes en zonas muy fertilizadas y regadas, como los campos de golf, y regiones enfangadas. Durante el periodo larvario, grandes concentraciones de escarabajos pueden causar daños graves.     Tienen dos generaciones anuales. La primera, que ha pasado el invierno, empieza a volar en mayo o junio. Para aprovisionar los nidos sienten preferencia por los excrementos equinos. De las puestas surgen larvas que se alimentan y desarrollan durante dos meses y pupan en el suelo. Los nuevos imagos empiezan a aparecer en agosto.     Se ha comprobado que los adultos pueden ""robar"" las bolas de estiércol de los nidos de otros escarabajos.  Rev: diciembre-12 ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Gerroidea,Gerridae,Gerrinae,Aquarius,paludum,"   Este zapatero vive en todo tipo de aguas tranquilas: desde lagos y ríos a arroyos y charcos. Se distribuye por Europa y Asia, desde la Península Ibérica hasta Indochina.     Es uno de los miembros más grandes de su familia, superando los 15 milímetros de longitud, con una línea amarilla a los lados del pronoto y amplias proyecciones laterales del abdomen.     Presentan dos generaciones anuales, y en ambas aparecen formas aladas macrópteras y braquípteras, que no se diferencian en el número de huevos que son capaces de despositar, pero sí en su radio de acción.  Rev: diciembre-07 ",Pterygota,Neoptera,Gerromorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Araneoidea,Araneidae,,Araneus,nordmanni,"   El abdomen de esta araña luce puntos blancos y marrones. Un triángulo oscuro con los bordes ondulados ocupa el centro del abdomen, con la parte ancha cerca del cefalotórax. Los ""hombros"" son menos prominentes que en otras especies del género. Tienen ocho ojos, los cuatro principales dispuestos en un cuadrado. Los quelíceros son cortos pero poderosos.     Las hembras miden casi 1,5 centímetros de tamaño, mientras que los machos apenas alcanzan la mitad.     Elaboran amplias telas con una estructura básica radial, sobre la que se apoya una espiral de seda pegajosa que será la que produzca las capturas de insectos voladores. La tela es mantenida durante largo tiempo, siendo reparada frecuentemente.     Tiene una amplia distribución en todo el hemisferio norte, en praderas con temperaturas moderadas.  Rev: noviembre-12 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Araneoidea,Araneidae,,Araniella,displicata,"   Las hembras de estas arañas alcanzan el centímetro de longitud, mientras que los machos apenas logran los 5 milímetros.     La parte dorsal del abdomen es generalmente de color verdoso, con un dibujo más o menos evidente en la parte central, y al menos seis puntos negros, bastante visibles en general, en los costados posteriores, dispuestos en forma de V con el vértice en el ápice del abdomen. La parte inferior del abdomen y el cefalotórax son de color marrón o pardo.     Es uno de los arácnidos más frecuentes en América del Norte, y en diversas regiones de Europa Central, y el número de sus observaciones aumenta significativamente en relación con otras especies similares. Parece que se está expandiendo hacia las riberas del Mar Mediterráneo.  Rev: diciembre-07 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Araneoidea,Araneidae,,Cyclosa,conica,"   Estas arañas tienen un único tubérculo en la parte posterior del abdomen. Por lo demás, pueden presentar una gran variabilidad de diseño y color, desde el naranja hasta casi el blanco, también verde o marrón, si bien su forma es bastante distintiva y es fácil de identificar.     Construyen redes con ""estabilimentum"", líneas de seda que cruzan el centro de la red y le confieren una gran estabilidad.     Dejan los restos de las presas consumidas pegados a los hilos de la telaraña, de manera que favorecen su camuflaje.     Es una especie de distribución holártica; en la península ibérica se la puede observar solo en zonas montañosas.  Rev: marzo-08 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Anisoptera,Cavilabiata,Libellulidae,,Selysiothemis,nigra,"   Esta libélula tiene una coloración corporal variable en función de la edad y el sexo, pero normalmente es amarillento o negruzco. Sus alas son casi completamente transparentes porque presentan una venación muy escasa, que forma celdas muy grandes, aunque el pterostigma es pequeño, de unos 2 milímetros de longitud.     El abdomen de los machos puede alcanzar los 25 milímetros, por unos 20 en las hembras, sin embargo, no hay apenas diferencia en la envergadura alar, próxima a los 3 centímetros.     Cada hembra puede depositar más de 600 huevos en un radio muy amplio, pues vuelan largas distancias.     Se distribuye irregularmente por la Europa suroccidental.  Rev: diciembre-07 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Philodromoidea,Sparassidae,,Olios,argelasius,"   Estas arañas presentan un cuerpo rechoncho, alcanzando los 2 centímetros de tamaño, y hasta 5 incluyendo sus patas. Son  de colores pardos claros, con zonas rojizas o anaranjadas. El cefalotórax presenta una pequeña depresión central.     Las hembras son más grandes que los machos y tienen, en proporción, las patas más cortas. Los extremos de las patas son más claros que el resto, por lo que parece que estas arañas llevan calcetines.     Es una araña de movimientos muy rápidos y capaz de realizar saltos en cualquier dirección, incluso hacia atrás; está dotada de un poderoso veneno, aunque no resulta relevantemente peligrosa para los seres humanos.     Suelen acechar a sus presas en las hojas de diversos árboles, como robles, saúcos, higueras o castaños, a veces entre la hojarasca o en hierbas altas.     Depositan los huevos en un capullo que protegen en  el interior de una hoja doblada. Los juveniles pueden verse durante el invierno y la primavera, y se hacen adultos al finalizar el verano.     Se distribuyen por toda la región mediterránea europea, desde España y Portugal hasta Turquía.  Rev: diciembre-07 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae,Nyctophila,reichii,"   Como en todos los miembros de la familia, en esta especie tanto las larvas, como los machos y las hembras son capaces de producir luz, por medio de la oxidación de la luciferina; también son las hembras, incapaces de volar, las que más utilizan este recurso, para atraer a los machos alados.     Las larvas y los machos son muy difíciles de diferenciar de los de la luciérnaga europea; sin embargo, las hembras se caracterizan por la presencia de élitros vestigiales muy reducidos, que faltan completamente en su pariente, y por la presencia de una mancha cuadrangular rojiza o rosácea bajo el pronoto.     Se alimentan principalmente de caracoles, que absorben después de inyectarles unas enzimas que los predigieren.     Tiene una distribución no continua a lo largo de la Europa mediterránea: España, Portugal, Francia, Serbia, Montenegro, Grecia y Turquía.  Rev: abril-18 ",Pterygota,Neoptera,Elateriformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Chrysolina,mactata,"   Este pequeño escarabajo de las hojas es endémico del suroeste europeo; se ha citado en el norte de Portugal, en el noroeste de España y en el suroeste francés.     Todo el animal es completamente negro, excepto los élitros, de un brillante rojo sangre, con una mancha negra en la zona central.  Rev: diciembre-07 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,Curculio,elephas,"   Este gorgojo mide entre 6 y 12 milímetros de longitud, es de color gris parduzco, caracterizado por su largo rostro, que en las hembras es casi tan largo como el cuerpo, quedando en los machos tan sólo en la mitad de longitud.     La larva se desarrolla en el interior de las castañas (Castanea sativa) y de las bellotas de diversas quercíneas tanto de hoja caduca como perenne: robles, encinas, coscojas...     Con la ayuda de su larga trompa, la hembra perfora un agujero a través del involucro de la bellota. Después se da la vuelta enseguida y pone a través de este orificio un huevo -raramente 2 ó 3-, justo debajo de la corteza, en la capa externa del albumen. La puesta de una hembra, que pone de 25 a 30 huevos, se escalona durante 15 a 20 días. Cada hembra pone normalmente un huevo por fruto, aunque varias hembras pueden atacar un mismo fruto.      La incubación del huevo viene a durar de 5 a 8 días, y el desarrollo larvario dura entre 30 y 45 días, aunque puede reducirse apenas a dos semanas si las condiciones ambientales son idóneas.      La larva, blanca y blanda pero con buenas mandíbulas, crece en el interior de la castaña o la bellota. Cuando le llega el tiempo de pupar, lo que suele coincidir con el de la caída, abre un agujero de salida circular, de unos 2 milímetros de diámetro y seguidamente se entierra en el suelo a varios decímetros de profundidad. Confecciona una celdilla alargada con tierra aglutinada en cuyo interior permanece en diapausa durante el invierno hasta que se transforman en ninfa.     Esta especie se encuentra distribuida por toda la Europa Meridional y en las zonas montañosas de África del Norte.  Rev: diciembre-07 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Nymphalinae,Euphydryas,aurinia,"   Por la cara superior, las alas presentan una combinación de colores pardo oscuro, amarillo y naranja, con una fila de manchas negras hacia el borde de las alas posteriores. Por la cara inferior, las alas anteriores son de color naranja pálido y amarillo, con dos zonas rojizas junto al borde anterior, las posteriores son naranja, con cuadros pálidos junto a la base y el mismo motivo que la cara superior, pero más diluido. Miden entre 30 y 46 milímetros de envergadura.     Tienen una única generación anual, con los imagos volando entre abril y julio, en función de la localizacion, e invernación en la fase de larva.     Las puestas tienen lugar en grupos numerosos sobre las plantas nutricias, hasta 350 en la misma puesta. Son de color amarillo pálido y luego cambian a amarillo brillante, carmesí y gris oscuro justo antes de la eclosión.     Las orugas son gregarias durante los primeros estadios, viviendo en nidos de seda hasta después de la invernación. Son negras con bandas de manchas blancas en el dorso y los costados, presenta una densa pilosidad y numerosas espinas negras. Se alimentan preferentemente de escabiosa (Scabiosa sp.), madreselva (Lonicera sp.), genciana (Genciana sp.) y llantén (Plantago sp.).     A mediados de abril comienzan a pupar, y los adultos emergen entre junio y julio.     Suele encontrarse en pequeñas colonias en herbazales húmedos, marismas y prados de montaña, hasta los 3000 metros de altitud.     Se encuentra en la mayor parte de Eurasia, excepto en las zonas más septentrionales y frías y en las mediterráneas y demasiado cálidas. A pesar de la extensión de su distribución, se considera en retroceso en toda Europa.  Rev: febrero-16 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Palaemonoidea,Palaemonidae,,Brachycarpus,biunguiculatus,"  Estos pequeños camarones tienen una amplia distribución cosmopolita en todos los mares templados del mundo: Mediterráneo, África Occidental, Costas orientales y occidentales de América, región Indo-Pacífica occidental, incluyendo el Mar Rojo, Golfo de California...     Normalmente aparece a menos de 50 metros de profundidad, sobre fondos rocosos.     El primer par de patas esta dotado de fuertes pinzas. La coloración es anaranjada, con una gran profusión de bandas, puntos y manchas rojizas.  Rev: enero-08 ",,,Caridea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Adephaga,Caraboidea,Carabidae,Brachininae,Aptinus,displosor,"   Este escarabajo no puede volar, pues carece de alas membranosas y sus élitros están soldados.     Todo el cuerpo es negro, excepto el escutelo de un vivo color rojo.     Habita en lugares calcáreos muy secos y cálidos en el suroeste de Europa, en el dominio mediterráneo.  Rev: enero-08 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Brachycerinae,Brachycerus,undatus,"   Estos gorgojos llegan a alcanzar los 2 centímetros de tamaño, aunque normalmente no superan uno. Tienen aspecto robusto, con la superficie de los élitros muy irregular y angulosa. Las antenas tienen siete segmentos no acodados. Los ojos presentan un reborde característico.     Los élitros están soldados entre sí, de manera que no pueden volar.     Las larvas se alimentan royendo los bulbos de diversas liliaceas.     Habitan en terrenos secos, preferentemente arenosos de la Europa meridional. Se desplazan con mucha lentitud.     Puede permanecer completamente inmóvil, como muerto, durante varias horas.  Rev: julio-08 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Clypeorrhyncha,Membracoidea,Membracidae,Centrotinae,Centrotus,cornutus,"   Este insecto es originario de Norteamérica, y se ha establecido sobre todo en zonas arboladas sobre matorrales: retamas, genistas..., siendo en la actualidad una de las únicas cuatro especies de su familia presentes en la Península Ibérica.     Se caracteriza por la extraña forma de su pronoto, que presenta una larga prolongación hacia atrás y dos cuernecillos laterales.  Rev: enero-08 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Denticollinae,Athous,sp.,"   Es este uno de los llamados ""escarabajos de resorte"" por la capacidad que tiene de brincar desde el suelo cuando cae de espaldas.     El cuerpo es de color negro, aunque está completamente recubierto de una ligera vellosidad grisácea; los élitros son pardos. Puede alcanzar el centímetro de tamaño.     Las larvas, devoradoras de raíces, presentan el último segmento abdominal en forma de pinza. Pupan en el suelo.  Rev: enero-08 ",Pterygota,Neoptera,Elateriformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Lygaeoidea,Lygaeidae,Lygaeinae,Arocatus,roeselii,"   Esta chinche presentan zonas rojas y negras tanto en la cabeza, como en el pronoto y en los hemiélitros. Las patas y las antenas son completamente negras. Sin embargo, esta coloración de advertencia es menos contratada que en otras especie de la familia.     Miden aproximadamente medio centímetro de tamaño y se alimentan por absorción de los jugos de diversos vegetales.     Están presentes en la mayor parte de Europa.  Rev: febrero-13 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Spondylidinae,Arhopalus,ferus,"    Estos escarabajos miden entre 1 y 2.5 centímetros, y lucen unas largas antenas de 11 artejos, con el primer artejo ensanchado de una forma particular, pues el segundo no está centrado respecto a él. La coloración es uniforme, variando entre parda y negruzca. Los élitros no cubren totalmente el abdomen. El tercer segmento de los tarsos posteriores es bilobulado solo hasta la mitad.     Las larvas se desarrollan sobre la madera seca de diversas coníferas, principalmente Pinus y Picea. Tardan entre 2 y 4 años en completar su desarrollo. La pupación tiene lugar a finales de la primavera o principios del verano. Los imagos pueden verse entre junio y septiembre.. Son de las primeras especies de animales en colonizar árboles quemados.     Son de hábitos nocturnos, aunque pueden verse atraídos por las luces artificiales.     Su distribución original es indoaustraliana, sin embargo, en la actualidad se pueden encontrar en toda la región Paleártica. En la península Ibérica llega a ser común.  Rev: septiembre-17 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Asiloidea,Asilidae,Asilinae,Asilus,barbarus,"   Es esta una gran mosca cazadora que puede superar ¡los 3 centímetros de tamaño!     Se caracteriza por tener el abdomen completamente negro y puntiagudo, la frente, el tórax y los fémures de las patas de color azul metálico, con las tibias y los tarsos rojizos, y las alas amarillentas con los márgenes apicales negros.     Aparece en diversos biotopos en Europa Central y Meridional, alcanzando Asia Menor por el este, y en el norte de África.  Rev: enero-08 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Mygalomorphae,,Atypidae,,Atypus,affinis,"   Son pocas las arañas del suborden Mygalomorphae que habitan en la Península Ibérica, y aunque su tamaño es mucho más modesto que el de sus parientes tropicales, el aspecto de sus quelíceros sigue siendo formidable y aparecen dispuestos en vertical y no se cruzan.     Los machos rondan el centímetro de tamaño, mientras que las hembras pueden llegar a los 2. Son de color negro o muy oscuro.     Viven en galerías verticales excavadas en el suelo que pueden llegar a tener 30 centímetros de profundidad y que están forradas con un tubo de seda que se acoda en la superficie y se extiende sobre ella. Cuando un insecto pisa el tubo, la araña percibe las vibraciones en la tela, se precipita hacia él y lo atrapa desde la parte interior del tubo, arrastrándolo al interior para devorarlo.     Alcanzan la madurez sexual en unos cuatro años. Sólo los machos abandonan sus tubos para la reproducción durante el otoño, y van en busca de alguna hembra. Morirán poco después de la fecundación. La hembra deposita los huevos en su propio tubo, donde las pequeñas arañas nacerán en el verano siguiente. Abandonarán a la madre un año después.     Se distribuyen por regiones arenosas y calcáreas de Europa Meridional y Central, desde el sur de Inglaterra y Dinamarca hasta el norte de África.  Rev: noviembre-12 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Beosus,quadripunctatus,"   Esta chinche presenta una coloración general parda, más o menos rojiza, con manchas características blancas y negras en el pronoto y en los extremos apicales de los hemiélitros. La cabeza es negra. Las patas y las antenas presentan bandas alternas pardo amarillentas y negras.     Se distribuye por una estrecha franja a través de la Europa mediterránea hasta Oriente Medio.  Rev: febrero-13 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Carabus,rutilans,"   Este escarabajo presenta una coloración realmente impresionante, con reflejos metálicos muy brillantes de color dorado, verdoso y rojizo en todo el cuerpo. Los élitros presentan puntuaciones muy marcadas.     Alcanzan los 4 centímetros de longitud corporal.     Su área de distribución comprende partes del suroeste europeo.  Rev: enero-08 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Anisoptera,Cavilabiata,Libellulidae,,Leucorrhinia,dubia,"   Esta especie de libélula presenta un fuerte dimorfismo sexual, siendo los machos más grandes, alcanzando los 4 centímetros de longitud corporal y superando los 5 de envergadura alar, y con bandas antehumerales y marcas abdominales rojizas, mientras que en las hembras son amarillentas y tienen las alas posteriores ambarinas. Se caracterizan por tener la cara blanca y el labium normalmente negro.     Las alas son hialinas, con el pterostigma negro y muy corto; prácticamente cuadrado. Las posteriores suelen presentar una mancha bien desarrollada. De seis a nueve venas antenodales, y campo postdiscal ensanchado a partir de su mitad, con tres filas de celdillas, a veces dos.     Las patas son negras y el cuerpo negruzco con manchas rojas delimitadas o cubiertas por una vellosidad azulada. Los ojos, en vista dorsal, quedan muy juntos.      Se distribuye por Centroeuropa, y se puede encontrar en la Península Ibérica en zonas altas de los Pirineos. Los adultos se pueden ver desde mayo hasta mediados de agosto.  Rev: enero-08 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Anisoptera,Cavilabiata,Libellulidae,,Trithemis,annulata,"   Esta es una libélula de talla mediana, de hasta los 6 centímetros de longitud.     El macho tiene la cabeza de color rojo oscuro y el labio amarillo con una mancha parda central. Los ojos son rojos con manchas blancas en el borde posterior. El protórax es violeta con rayas longitudinales ligeramente más oscuras. Las alas tienen venas rojas distintivas, el pterostigma es de color marrón anaranjado y hay una gran mancha naranja-marrón en la base de las alas traseras. El abdomen es bastante ancho y es de color rosado-violeta, con marcas moradas en la parte superior de cada segmento y marcas negruzcas en los tres segmentos terminales.     Las hembras son de un tamaño similar a los machos, pero el tórax es de color marrón y el abdomen es amarillo con marcas de color marrón oscuro. Las alas de las hembras carecen de las venas rojas de los machos, pero tienen parches naranja-marrones similares.     Las hembras depositan los huevos mientras sobrevuelan la superficie del agua, sumergiendo la punta del abdomen. Las larvas se desarrollan en el agua y son agresivos depredadores.     Tiene una amplia distribución en África, sur de Europa, Oriente Medio, sur de Asia e islas del océno Índico. Parece estar en expansión. Son capaces de tolerar una gran variedad de hábitats, volando en las cercanías de aguas tranquilas (a veces salobres).  Rev: enero-18 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Anisoptera,Cavilabiata,Libellulidae,,Sympetrum,meridionale,"   Esta libélula presenta una coloración variable generalmente pardo-amarillenta o pardo-anaranjada; las patas son completamente amarillas o marrones, y si tienen manchas negras, son poco extensas. Las suturas del tórax están muy poco marcadas y casi desprovistas de trazos negros. Las alas posteriores carecen de mancha en la región basal. Los pterostigmas son de color amarillento.     Los machos presentan tonos rojizos no muy intensos, con el mismo color en el tórax.     Se distribuyen por Europa central y meridional.  Rev: enero-08 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Coreoidea,Rhopalidae,,Corizus,hyoscyami,"   Estas chinches presentan la cabeza de color negro, con una gran mancha roja en la frente en forma de rombo, la parte anterior del escudo cervical presenta una franja negra, siendo el resto de color rojo, con dos grandes manchas negras de forma arriñonada que luego se prolongan en los hemiélitros formando un triángulo. Además los hemiélitros muestras otras dos manchas negras en el centro.     Son animales polífagos que se alimentan de numerosas plantas, como malvas (Malva sylvestris), tomillos (Thymus vulgaris), Onopordetum nervosi, o el beleño blanco (Hyoscyamus albus) que le da su nombre de especie.     Vive en zonas áridas y soleadas de gran parte de Europa y Asia Menor.  Rev: enero-08 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Pentatomoidea,Scutelleridae,,Eurygaster,maura,"   La chinche de las gramíneas se alimenta principalmente de éstas y también de cereales, aunque no suele ocasionar daños económicos relevantes.     Mide entre 8 y 11 milímetros, y tiene una característica forma ovalada con dos manchas blancas en el dorso, que puede tener una coloración general muy diversa.     El pronoto tiene los bordes laterales posteriores prácticamente rectos, y los ángulos laterales redondeados, sin superar la coria. Presenta un surco transversal continuo. El escutelo es claramente convexo y se caracteriza por tener un par de callosidades en forma de coma.     Vive en zonas húmedas, y suele enterrarse en el suelo cuando hace mucho calor. También es frecuente que se haga la muerta cuando se siente molestada.     Se distribuye por todas las regiones europeas ribereñas del Mar Mediterráneo, y se extiende hasta el Asia Central.  Rev: enero-08 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Miroidea,Miridae,Mirinae,Lygus,pratensis,"   Este animal se alimenta tanto de productos vegetales: flores, hojas y yemas de diversas plantas, entre otras de la alfalfa (Medicago sativa), donde puede provocar descensos de hasta el 50% en la producción de semilla; como animales, sobre todo pequeños insectos y ácaros.     Tiene forma ovalada y plana. Los machos son de color pardo hasta rojo oscuro, mientras que las hembras puenden variar del verde al pardo. El escutelo es siempre verde con manchas oscuras. Miden entre 6 y 8 milímetros.     La puesta de huevos tiene lugar entre mayo y juno en el interior de las plantas nutricias. En julio, son adultos plenamente desarrollados, que pasarán el invierno enterrados.     Aparecen por casi toda Europa y el norte de África en zonas cálidas.  Rev: enero-08 ",Pterygota,Neoptera,Cimicomorpha
